timestamp,localized,red,ir,max_dietemp
1684198571191,2023-05-15T17:56:11.191(UTC-07:00),30447,42932,
1684198571210,2023-05-15T17:56:11.210(UTC-07:00),30444,42923,
1684198571229,2023-05-15T17:56:11.229(UTC-07:00),30440,42914,
1684198571248,2023-05-15T17:56:11.248(UTC-07:00),30436,42905,
1684198571268,2023-05-15T17:56:11.268(UTC-07:00),30432,42897,
1684198571287,2023-05-15T17:56:11.287(UTC-07:00),30429,42891,
1684198571306,2023-05-15T17:56:11.306(UTC-07:00),30426,42887,
1684198571325,2023-05-15T17:56:11.325(UTC-07:00),30425,42884,
1684198571345,2023-05-15T17:56:11.345(UTC-07:00),30424,42882,
1684198571364,2023-05-15T17:56:11.364(UTC-07:00),30423,42881,
1684198571383,2023-05-15T17:56:11.383(UTC-07:00),30424,42881,
1684198571402,2023-05-15T17:56:11.402(UTC-07:00),30424,42883,
1684198571422,2023-05-15T17:56:11.422(UTC-07:00),30425,42886,
1684198571441,2023-05-15T17:56:11.441(UTC-07:00),30425,42888,
1684198571460,2023-05-15T17:56:11.460(UTC-07:00),30425,42889,
1684198571479,2023-05-15T17:56:11.479(UTC-07:00),30425,42889,
1684198571499,2023-05-15T17:56:11.499(UTC-07:00),30424,42888,
1684198571518,2023-05-15T17:56:11.518(UTC-07:00),30425,42888,
1684198571537,2023-05-15T17:56:11.537(UTC-07:00),30425,42888,
1684198571556,2023-05-15T17:56:11.556(UTC-07:00),30425,42888,
1684198571576,2023-05-15T17:56:11.576(UTC-07:00),30426,42889,
1684198571595,2023-05-15T17:56:11.595(UTC-07:00),30426,42889,
1684198571614,2023-05-15T17:56:11.614(UTC-07:00),30426,42890,
1684198571633,2023-05-15T17:56:11.633(UTC-07:00),30427,42891,
1684198571653,2023-05-15T17:56:11.653(UTC-07:00),30428,42893,
1684198571672,2023-05-15T17:56:11.672(UTC-07:00),30429,42896,
1684198571691,2023-05-15T17:56:11.691(UTC-07:00),30430,42899,
1684198571710,2023-05-15T17:56:11.710(UTC-07:00),30430,42901,
1684198571730,2023-05-15T17:56:11.730(UTC-07:00),30431,42904,35
